PM2_5,PM10,SO2,NO2,CO,O3,lat,lng,U,V
0.37,0.52,0.05,0.14,0.11,81.45,30.17,90.09,8.43,2.3
0.37,0.53,0.05,0.14,0.11,84.09,30.19,90.24,11.03,-0.57
0.38,0.57,0.05,0.16,0.11,85.24,30.21,90.4,11.86,-2.06
0.41,0.67,0.05,0.22,0.11,84.14,30.23,90.56,9.99,-0.75
0.48,0.8,0.05,0.29,0.12,83.34,30.25,90.71,8.44,1.21
0.55,0.9,0.06,0.37,0.12,82.12,30.26,90.87,8.44,3.14
0.64,0.97,0.06,0.45,0.12,84.51,30.28,91.02,7.73,3.84
0.68,1.01,0.07,0.48,0.12,86.09,30.3,91.18,4.64,4.9
0.66,0.99,0.07,0.47,0.12,85,30.32,91.34,2.31,5.25
0.63,0.9,0.07,0.34,0.12,85.34,30.33,91.49,2.86,4.93
0.61,0.8,0.07,0.29,0.12,85.79,30.35,91.65,3.91,4.62
0.59,0.74,0.07,0.24,0.12,86.69,30.37,91.81,4.55,3.88
0.58,0.71,0.07,0.2,0.12,87.6,30.39,91.96,5.53,2.93
0.58,0.7,0.07,0.17,0.12,87.52,30.4,92.12,6.81,2.61
0.58,0.7,0.07,0.16,0.12,86.54,30.42,92.28,7.9,3.06
0.59,0.71,0.07,0.16,0.12,85.55,30.43,92.43,7.44,3.09
0.59,0.71,0.07,0.17,0.12,84.6,30.45,92.59,5.99,3.25
0.58,0.66,0.08,0.18,0.12,86.62,30.47,92.75,5.55,2.76
0.58,0.69,0.08,0.19,0.12,86.52,30.48,92.9,5.39,1.98
0.58,0.65,0.08,0.2,0.12,88.53,30.5,93.06,5,2.22
0.58,0.65,0.08,0.21,0.12,88.46,30.51,93.22,5.22,2.96
0.57,0.63,0.08,0.21,0.12,88.93,30.53,93.37,5.36,3.12
0.58,0.67,0.08,0.21,0.12,88.31,30.54,93.53,5.38,2.51
0.59,0.66,0.08,0.2,0.12,86.9,30.56,93.69,3.86,0.6
0.62,0.7,0.08,0.19,0.12,85.12,30.57,93.84,1.24,-1.71
0.67,0.76,0.09,0.2,0.12,82.15,30.59,94,1.17,-2.59
0.71,0.8,0.09,0.22,0.12,80.94,30.6,94.16,2.04,-1.41
0.75,0.84,0.1,0.25,0.12,78.59,30.61,94.32,1.53,0.5
0.73,0.8,0.1,0.22,0.12,81.54,30.63,94.47,1.7,2.08
0.72,0.79,0.08,0.24,0.11,77.7,30.64,94.63,3.74,1.94
0.69,0.75,0.09,0.21,0.12,84.35,30.65,94.79,4.75,1.45
0.69,0.75,0.09,0.24,0.12,86.22,30.67,94.94,3.61,2.53
0.71,0.79,0.08,0.27,0.12,82.31,30.68,95.1,5.66,5.54
0.7,0.76,0.09,0.25,0.12,85.42,30.69,95.26,9.13,3.78
0.76,0.84,0.09,0.3,0.12,83.68,30.7,95.42,8.51,4.04
0.8,0.87,0.09,0.29,0.12,84.3,30.72,95.57,6.75,3.83
0.82,0.9,0.1,0.38,0.12,83.82,30.73,95.73,5.9,2.55
0.86,0.94,0.1,0.45,0.12,83.85,30.74,95.89,5.32,1.42
0.88,0.95,0.1,0.44,0.12,84,30.75,96.05,4.95,1.09
0.88,0.96,0.1,0.42,0.12,84.11,30.76,96.21,3.07,0.55
0.87,0.94,0.1,0.41,0.12,85.41,30.77,96.36,0.3,2.13
0.86,0.93,0.1,0.44,0.12,84.33,30.78,96.52,2.37,2.27
0.84,0.92,0.1,0.44,0.12,85.7,30.79,96.68,6.69,3.1
0.84,0.92,0.1,0.45,0.12,85.99,30.81,96.84,8,3.61
0.85,0.93,0.1,0.44,0.12,86.2,30.82,96.99,10.01,2.89
0.91,0.99,0.1,0.47,0.12,85.25,30.83,97.15,9.16,1.72
0.97,1.06,0.11,0.54,0.13,86.14,30.84,97.31,2.63,-0.79
0.95,1.03,0.11,0.49,0.13,88.34,30.85,97.47,0.72,-1.46
0.9,0.98,0.1,0.38,0.13,90.01,30.86,97.63,4.01,-1.4
0.86,0.94,0.1,0.3,0.13,91.22,30.86,97.78,7.41,-0.78
0.85,0.93,0.1,0.27,0.13,91.47,30.87,97.94,10.26,0.1
0.86,0.93,0.1,0.27,0.13,89.87,30.88,98.1,9.37,0.43
0.86,0.94,0.1,0.29,0.13,89.58,30.89,98.26,6.8,-0.21
0.88,0.96,0.1,0.31,0.13,89.1,30.9,98.42,6.74,0.4
0.88,0.96,0.1,0.29,0.13,88.8,30.91,98.58,7.98,1.27
0.9,0.98,0.1,0.33,0.13,88.68,30.92,98.73,7.41,-0.81
0.95,1.03,0.12,0.45,0.13,88.67,30.92,98.89,5,-1.78
0.98,1.07,0.13,0.5,0.13,90.13,30.93,99.05,4.18,0.76
0.98,1.06,0.14,0.47,0.13,89.44,30.94,99.21,6.29,1.82
0.95,1.03,0.13,0.43,0.13,89.62,30.95,99.37,8.42,0.79
0.95,1.04,0.14,0.46,0.13,89.88,30.95,99.53,8.76,-0.07
1,1.09,0.15,0.53,0.13,89.96,30.96,99.68,8.52,-0.75
1.02,1.11,0.16,0.54,0.13,90.44,30.97,99.84,9.21,-1.41
0.99,1.08,0.15,0.51,0.13,91.24,30.97,100,11,-2.29
1.03,1.12,0.16,0.62,0.13,89.01,30.98,100.16,10.19,-1.25
1.05,1.14,0.17,0.9,0.14,89.86,30.99,100.32,7.08,1.37
1.04,1.13,0.17,0.88,0.13,89.2,30.99,100.48,7.22,0.99
0.98,1.06,0.16,0.7,0.13,89.38,31,100.63,10.27,-0.24
1.04,1.13,0.17,0.75,0.13,88.86,31,100.79,11.57,-0.41
1.2,1.31,0.21,0.96,0.14,87.1,31.01,100.95,8.78,-2.99
1.25,1.36,0.22,1.18,0.15,93.14,31.01,101.11,5.97,-4.18
1.11,1.21,0.19,0.84,0.14,92.06,31.02,101.27,7.61,-3.06
0.96,1.04,0.16,0.61,0.14,93.81,31.02,101.43,9.56,-2.03
0.88,0.96,0.15,0.5,0.14,95.71,31.03,101.59,9.47,-3.38
1.06,0.92,0.25,0.65,0.14,92.88,31.03,101.75,9.23,-3.9
1.5,1.19,0.5,1,0.15,92.05,31.04,101.9,6.12,-0.81
1.52,1.2,0.31,0.96,0.15,94.14,31.04,102.06,4.22,0.68
0.99,0.96,0.26,0.81,0.15,95.62,31.04,102.22,5.87,-1.3
0.99,0.8,0.26,0.87,0.15,92.74,31.05,102.38,5.64,-1.72
0.9,0.59,0.22,0.8,0.14,90.16,31.05,102.54,5.28,-2.17
0.74,0.46,0.19,0.66,0.13,89.32,31.05,102.7,8.36,-3.61
0.59,0.38,0.15,0.5,0.13,92.57,31.06,102.86,11.94,-4.14
0.9,0.58,0.25,0.63,0.13,90.93,31.06,103.01,9.12,-4.41
18.07,17.28,6.33,6.29,0.3,84.02,31.06,103.17,2.87,-1.22
47.04,46.69,17.23,15.28,0.6,82.73,31.06,103.33,0.33,0.82
94,98.22,37.44,30.27,1.07,72.21,31.07,103.49,0.07,0.96
105.43,119.19,46.78,45.46,1.23,56.99,31.07,103.65,-0.32,0.74
116.11,145.62,52.82,55.69,1.37,47.26,31.07,103.81,-0.89,-0.01
126.86,168.03,54.86,61.73,1.48,41.51,31.07,103.97,-1.16,-1.4
156.52,211.98,59.15,66.29,1.74,37.46,31.07,104.13,-1.04,-1.89
185.16,254.4,61.05,63.37,1.92,37.53,31.07,104.29,-1.25,-1.7
198.17,270.55,56.45,55.65,2.03,39.54,31.07,104.44,-1.33,-1.82
194.65,264.17,43.18,41.12,2,46.59,31.07,104.6,-0.97,-1.9
182.56,245.42,32.29,30.36,1.92,52.71,31.07,104.76,-0.62,-2.28
171.43,228.26,26.57,25.91,1.88,54.86,31.07,104.92,-0.66,-2.47
159.78,211.82,25.07,24.5,1.81,54.16,31.07,105.08,-1.03,-2.22
141.75,181.92,22.29,22.95,1.65,54.17,31.07,105.24,-1.53,-2.13
127.6,159.05,19.91,21.01,1.54,54.89,31.07,105.4,-2.33,-2.28
116.12,141.95,18.31,18.82,1.47,56.21,31.07,105.56,-2.69,-2.52
102.77,127.23,18.6,17.6,1.4,57.61,31.07,105.71,-2.28,-2.73
88.98,112,20.83,16.36,1.3,59.17,31.07,105.87,-1.61,-2.77
78.05,99.57,23.45,15.73,1.18,59.22,31.07,106.03,-1.4,-2.55
74.15,94.97,25.33,15.63,1.14,58.88,31.07,106.19,-1.75,-2.46
73.2,93.38,25.76,15.94,1.13,58.14,31.07,106.35,-2.1,-2.43
74.39,94.97,26.06,16.16,1.16,57.39,31.07,106.51,-2.1,-2.29
74.07,93.69,25.5,15.18,1.11,57.63,31.06,106.67,-1.97,-2.28
73.46,91.84,25.04,13.97,1.02,57.89,31.06,106.83,-2.18,-2.66
75.54,94.81,27.05,15.14,1.02,56.22,31.06,106.99,-2.27,-2.34
78.43,99.22,30.65,17.23,1.03,53.89,31.06,107.14,-2.07,-1.06
80.98,102.93,34.87,19.04,1.02,51.75,31.05,107.3,-2.42,-0.58
81.81,103.71,38.98,19.92,0.99,50.23,31.05,107.46,-3.42,-0.44
82.6,104.47,43.9,20.95,0.97,48.75,31.05,107.62,-3.55,-0.6
78.94,98.64,39.95,16.05,0.88,51.89,31.04,107.78,-3.09,-0.94
78.3,97.76,45.25,16.69,0.85,51.43,31.04,107.94,-3.22,-0.87
78.59,98.24,54.24,18.04,0.82,50.35,31.04,108.1,-3.41,-0.76
79.73,98.89,72.12,23.49,0.8,44.5,31.03,108.25,-3.12,-0.7
80.15,98.35,78.58,24.32,0.78,42.69,31.03,108.41,-3.15,-0.96
65.6,75.8,37.67,11.56,0.61,55.24,31.02,108.57,-3.75,-1.01
62.23,69.83,32.95,9.94,0.56,57.85,31.02,108.73,-4.25,-1.45
61.21,68.61,31.49,9.79,0.55,58.79,31.01,108.89,-4.48,-2.17
62.55,70.13,32.68,10.12,0.56,61.07,31.01,109.05,-4.19,-2.98
66.05,74.29,38.28,11.29,0.6,61.56,31,109.21,-3.36,-3.34
66.15,74.56,42.14,11.86,0.61,62.76,31,109.37,-2.37,-2.25
65.99,74.48,45.46,12.43,0.62,63.27,30.99,109.52,-1.06,0.11
61.62,69.4,39.22,11.45,0.58,64.53,30.99,109.68,-0.28,2.39
55.43,62.2,30.04,10.06,0.53,65.04,30.98,109.84,-1.16,3.46
52.73,59.04,26.16,9.35,0.51,65.52,30.97,110,-2.15,3.71
51.29,57.35,24.4,8.95,0.49,64.67,30.97,110.16,-2.25,1.6
49.69,55.52,23.16,8.67,0.48,64.87,30.96,110.32,-2.04,-0.54
46.33,51.84,21.99,8.61,0.45,64.76,30.95,110.47,-2.85,-0.41
45.87,51.51,23.96,9.32,0.45,63.82,30.95,110.63,-4.08,0.27
49.56,56.18,32.3,11.38,0.48,61.29,30.94,110.79,-4.18,1.27
47.23,53.77,34.18,11.89,0.47,59.2,30.93,110.95,-2.89,0.66
39.84,45.58,35.07,12.28,0.41,58.16,30.92,111.11,-1.27,-0.36
43.03,49.9,34.46,13.32,0.43,56.85,30.92,111.27,-0.78,0.24
44.41,51.66,33.38,13.92,0.45,55.17,30.91,111.42,-1.07,-0.6
41.23,47.1,27.01,12.13,0.42,52.13,30.9,111.58,-1.03,-1.41
48.71,55.94,38.86,16.9,0.48,45.88,30.89,111.74,-0.75,-2.06
55.7,64.03,43.74,18.98,0.52,43.11,30.88,111.9,-1.13,-3.09
43.63,55.99,46.84,21.09,0.55,40.55,30.87,112.06,-1.62,-4.15
45.24,57.82,43.77,19.68,0.58,42.11,30.86,112.22,-1.4,-4.9
46.45,60.17,35.36,20.11,0.61,42.61,30.86,112.37,-0.69,-4.7
50.15,65.37,43,24.52,0.7,40.24,30.85,112.53,-0.01,-4.7
52.96,68.49,47.91,28.47,0.76,38.42,30.84,112.69,0,-3.68
53.82,68.94,49.48,30.26,0.78,38.27,30.83,112.85,-0.81,-2.6
54.68,70.58,52.81,32.4,0.81,38.07,30.82,113.01,-1.52,-2.59
55.72,72.51,54.75,34.78,0.85,37.06,30.81,113.16,-1.75,-3.47
55.69,72.96,52.38,35.84,0.85,36.26,30.79,113.32,-1.56,-3.53
55.42,73.6,51.56,38.4,0.86,35.36,30.78,113.48,-1.33,-2.88
56.14,76.18,50.84,42.92,0.91,33.16,30.77,113.64,-1.3,-2.76
57.95,80.79,53.17,52.28,0.99,27.52,30.76,113.79,-1.32,-2.27
60.39,85.52,53.98,59.92,1.07,22.9,30.75,113.95,-1.48,-1.25
67.75,99.26,63.63,70.81,1.27,16.52,30.74,114.11,-1.93,-0.41
95.33,146.02,108.51,84.32,2,11.12,30.73,114.27,-2.55,0.5
112.54,165.19,124.29,80.5,2.28,9.76,30.72,114.43,-3.18,1.4
93.64,126.79,86.25,69.27,1.61,17.63,30.7,114.58,-3.91,2.03
80.13,101.01,56.89,60.87,1.19,22.35,30.69,114.74,-4.53,2.27
85.98,101.45,43.56,53.68,1.14,23.84,30.68,114.9,-4.51,1.74
88.08,102.03,40.76,50.36,1.12,25.79,30.67,115.06,-3.84,1.13
86.16,101.32,40.23,48.29,1.11,27.32,30.65,115.21,-3.04,1.26
81.78,97.92,40.33,46.04,1.09,29.17,30.64,115.37,-2.71,2.71
76.59,93.05,39.94,43.39,1.05,30.62,30.63,115.53,-2.86,4.16
71.38,86.62,38.31,41.36,0.97,31.47,30.61,115.68,-2.74,4.83
66.94,81.52,35.68,39.45,0.91,31.73,30.6,115.84,-1.91,5.06
65.35,82.43,35.9,35.17,0.91,31.1,30.59,116,-1.51,5.06
68.14,87.53,43.43,30.99,0.94,30.4,30.57,116.16,-1.17,4.09
71.31,92.95,50.8,27.81,1,29.03,30.56,116.31,0.24,3.4
76.14,98.96,54.4,27.95,1.08,27.61,30.54,116.47,1.29,3.37
79.81,104.62,50.36,28.52,1.17,26.46,30.53,116.63,1.2,3.13
82.14,107.7,46.37,27.82,1.17,26.31,30.51,116.78,1.2,3.72
82.37,107.95,42.86,26.91,1.12,27.05,30.5,116.94,1.77,4.55
80.95,105.73,41.03,27.02,1.05,27.08,30.48,117.1,2.04,4.15
78.69,100.85,37,24.82,0.94,29.11,30.47,117.25,2.1,5.62
73.67,91.92,34.04,22.3,0.83,32.12,30.45,117.41,1.54,7.2
70.51,85.53,31.72,19.87,0.76,34.68,30.43,117.57,1.44,10.05
68.56,81.11,30.88,18.99,0.72,35.81,30.42,117.72,2.25,9.54
67.83,78.5,30.13,18.99,0.72,35.33,30.4,117.88,1.93,8.22
67.1,76.41,29.9,18.91,0.74,35.67,30.39,118.04,1.16,7.33
64.05,74.3,29.03,19.09,0.76,36.85,30.37,118.19,-0.02,6
61.34,73.45,27.37,19.51,0.82,37.71,30.35,118.35,-1.62,6.81
57.26,71.98,25.66,20.51,0.86,38.52,30.33,118.51,-1.35,7.37
55.41,71.2,24.73,21.42,0.91,39,30.32,118.66,-0.06,8.73
51.67,67.65,23.7,20.54,0.88,40.75,30.3,118.82,0.43,9.45
49.69,66.78,23.06,20.64,0.89,41.06,30.28,118.98,0.34,8.61
47.86,65.96,22.28,20.94,0.9,41.06,30.26,119.13,0.1,7.09
46.16,64.74,20.75,21.67,0.9,41.11,30.25,119.29,-0.28,4.43
45.27,63.67,20.26,23.05,0.92,40.97,30.23,119.44,0.02,2.01
46.35,65.79,21.81,31.78,1.01,36.85,30.21,119.6,1.31,1.99
48.97,70.85,24.59,45.21,1.16,30.34,30.19,119.76,1.45,2.44
51.72,77.15,26.91,52.26,1.3,25.65,30.17,119.91,0.59,2.6
56.67,88.61,30.35,54.79,1.51,21.15,30.15,120.07,-0.42,3.96
59.66,93.3,34.1,58.97,1.59,19.09,30.13,120.22,-0.99,6.41
61.35,96.88,38.89,61.13,1.63,18.94,30.11,120.38,-0.79,5.5
61,96.2,39.78,63.26,1.55,20.41,30.09,120.53,-1.01,4.99
58.09,91.2,38.14,64.84,1.4,22.82,30.07,120.69,-1.41,5.11
56.73,89.17,35.4,63.76,1.33,25.25,30.05,120.84,-1.12,5.79
55.32,89.19,33.55,61.67,1.31,27.34,30.03,121,-1.09,5.65
52.97,86.3,31.23,59.15,1.29,28.74,30.01,121.15,-2.42,6.23
51.55,84.48,30.69,57.47,1.28,28.1,29.99,121.31,-3.31,6.55
50.23,84.83,30.99,56.91,1.3,24.99,29.97,121.46,-2.69,6.11
48.14,90.25,36.19,56.95,1.41,21.24,29.95,121.62,-2.01,6.19
43.23,78.25,32.86,58.03,1.14,22.67,29.93,121.77,-2.4,5.34
38.05,66.71,28.57,53.73,0.87,26.1,29.89,122.08,-3.03,4.8
31.48,57,26.29,40.49,0.56,37.46,29.84,122.39,-3.2,4
1,1.13,0.31,0.61,0.11,82.59,29.33,83.58,7.13,3.09
0.88,1,0.26,0.52,0.11,82.16,29.36,83.73,10.54,0.15
0.83,0.94,0.22,0.47,0.11,82.2,29.39,83.89,8.47,0.1
0.83,0.94,0.21,0.49,0.11,79.63,29.42,84.04,3.83,-1.92
0.78,0.89,0.18,0.52,0.11,78.57,29.44,84.19,1.72,-1.63
0.71,0.82,0.13,0.5,0.11,78.29,29.47,84.35,1.08,-1.72
0.64,0.75,0.11,0.42,0.11,78.91,29.49,84.5,0.53,-2.78
0.59,0.69,0.09,0.36,0.11,79.81,29.52,84.65,2.52,-4.25
0.55,0.65,0.09,0.35,0.11,79.26,29.55,84.81,4.51,-3.15
0.52,0.65,0.08,0.33,0.11,78.29,29.57,84.96,3.03,-1.19
0.49,0.64,0.07,0.27,0.11,77.42,29.6,85.11,1.45,-2.03
0.45,0.61,0.07,0.22,0.11,77.61,29.62,85.27,3.41,-3.47
0.43,0.6,0.06,0.2,0.11,77.89,29.65,85.42,7.3,-3.37
0.41,0.58,0.06,0.19,0.11,80.16,29.67,85.57,9.53,-3.21
0.38,1.32,0.06,0.18,0.11,85.15,29.7,85.73,7.73,0.36
0.37,1.07,0.06,0.18,0.11,83.73,29.72,85.88,6.82,3.31
0.35,0.85,0.05,0.16,0.11,85.23,29.75,86.04,9.99,1.31
0.34,0.75,0.05,0.16,0.11,84.48,29.77,86.19,9.92,-0.52
0.34,0.66,0.05,0.16,0.11,83.64,29.79,86.34,6.84,1.04
0.33,0.65,0.05,0.15,0.11,82.97,29.82,86.5,7.53,2.11
0.32,0.66,0.05,0.14,0.11,83.54,29.84,86.65,10.78,1.65
0.32,0.67,0.05,0.13,0.11,85.42,29.86,86.81,11.65,0.55
0.32,0.66,0.05,0.13,0.11,85.82,29.89,86.96,9.36,-0.13
0.31,0.65,0.05,0.13,0.12,86.42,29.91,87.12,7.52,0.56
0.31,0.63,0.04,0.13,0.12,87.39,29.93,87.27,9.41,0.61
0.31,0.62,0.04,0.13,0.12,86.25,29.95,87.43,9.51,-0.05
0.32,0.62,0.05,0.14,0.12,85.85,29.98,87.58,4.7,-0.88
0.34,0.61,0.05,0.15,0.12,87.16,30,87.74,2.63,-1.35
0.34,0.58,0.05,0.16,0.12,85.31,30.02,87.89,4.64,-0.93
0.34,0.56,0.05,0.16,0.12,85.13,30.04,88.05,5.9,0.8
0.34,0.55,0.05,0.16,0.12,84.78,30.06,88.2,5.96,1.42
0.35,0.55,0.05,0.15,0.12,85.34,30.09,88.36,5.51,1.03
0.34,0.54,0.05,0.15,0.12,84.9,30.11,88.51,5.75,1.76
0.34,0.53,0.05,0.15,0.12,83.29,30.13,88.67,5.79,1.58
0.34,0.52,0.05,0.14,0.12,82.6,30.15,88.82,4.91,1.18
0.34,0.52,0.05,0.14,0.12,81.84,30.17,88.98,5.07,1.93
0.34,0.51,0.05,0.14,0.12,81.16,30.19,89.13,5.33,3.22
0.35,0.51,0.05,0.14,0.12,80.9,30.21,89.29,5.51,3.4
0.35,0.51,0.05,0.13,0.12,80.41,30.23,89.44,7.18,2.8
0.35,0.51,0.05,0.13,0.12,80.02,30.25,89.6,8.93,2.65
0.35,0.5,0.05,0.13,0.12,81.47,30.27,89.76,8.95,2.44
0.35,0.51,0.05,0.13,0.12,79.92,30.29,89.91,8.13,2.91
0.36,0.51,0.05,0.13,0.12,79.31,30.31,90.07,7.75,3.56
0.36,0.51,0.05,0.13,0.11,78.92,30.33,90.22,8.55,2.79
0.35,0.52,0.05,0.13,0.11,80.54,30.34,90.38,10.54,0.26
0.36,0.57,0.05,0.13,0.11,84.07,30.36,90.54,12.01,-1.44
0.38,0.68,0.05,0.16,0.11,85.08,30.38,90.69,12.37,-1.57
0.43,0.73,0.06,0.22,0.12,85.88,30.4,90.85,9.53,0.89
0.53,0.8,0.07,0.33,0.12,86.77,30.42,91,4.02,2.7
0.59,0.84,0.07,0.35,0.12,87.1,30.43,91.16,0.65,2.7
0.58,0.8,0.07,0.3,0.12,86.7,30.45,91.32,0.49,3.66
0.59,0.78,0.07,0.27,0.12,86.98,30.47,91.47,1.88,3.9
0.6,0.75,0.08,0.3,0.12,86.95,30.49,91.63,2.93,3.37
0.6,0.73,0.08,0.24,0.12,87.53,30.5,91.79,3.52,3.24
0.58,0.68,0.08,0.2,0.12,87.93,30.52,91.94,4.97,3.02
0.59,0.7,0.08,0.18,0.12,86.71,30.54,92.1,7.23,3.46
0.59,0.71,0.08,0.17,0.12,86.23,30.55,92.26,8.48,3.64
0.6,0.72,0.08,0.17,0.12,85.4,30.57,92.41,7.59,3.1
0.61,0.73,0.08,0.18,0.12,85.05,30.59,92.57,5.75,3.18
0.61,0.74,0.08,0.22,0.12,84.75,30.6,92.73,4.89,3.27
0.61,0.73,0.08,0.24,0.12,84.81,30.62,92.88,5.34,3.01
0.61,0.73,0.08,0.25,0.12,86.36,30.63,93.04,6,3.55
0.62,0.74,0.08,0.26,0.12,85.69,30.65,93.2,5.57,4.21
0.63,0.74,0.08,0.3,0.12,84.41,30.66,93.36,4.54,3.71
0.63,0.73,0.08,0.26,0.12,84.06,30.68,93.51,3.82,2.17
0.63,0.73,0.08,0.22,0.12,83.81,30.69,93.67,2.95,0.03
0.61,0.67,0.08,0.18,0.12,86.19,30.71,93.83,2.19,-1.2
0.62,0.7,0.08,0.18,0.12,84.67,30.72,93.98,3.11,-0.71
0.66,0.72,0.09,0.21,0.12,82.64,30.73,94.14,4.74,0.92
0.72,0.8,0.09,0.26,0.12,80,30.75,94.3,3.91,2.99
0.73,0.82,0.09,0.28,0.12,79.59,30.76,94.46,2.13,4.45
0.74,0.82,0.09,0.28,0.11,75.42,30.78,94.61,3.65,5.54
0.73,0.82,0.08,0.32,0.11,76.57,30.79,94.77,6.86,4.88
0.73,0.82,0.08,0.34,0.12,79.31,30.8,94.93,7.6,4.91
0.76,0.85,0.09,0.37,0.12,81.33,30.81,95.09,7.74,6.67
0.76,0.85,0.09,0.37,0.12,82.75,30.83,95.24,9.35,4.49
0.8,0.89,0.09,0.37,0.12,82.7,30.84,95.4,7.8,1.83
0.87,0.96,0.1,0.38,0.12,83.61,30.85,95.56,2.93,0.08
0.88,0.96,0.1,0.35,0.12,86.4,30.86,95.72,0.65,-0.09
0.9,0.98,0.1,0.34,0.12,85.84,30.87,95.88,2.29,-0.26
0.89,0.97,0.1,0.35,0.12,85.48,30.89,96.03,4.35,-0.64
0.89,0.96,0.1,0.39,0.12,84.92,30.9,96.19,2.37,-0.14
0.88,0.95,0.1,0.46,0.13,86.83,30.91,96.35,-0.36,2.62
0.85,0.93,0.1,0.5,0.12,85.14,30.92,96.51,2.95,4.27
0.85,0.92,0.1,0.51,0.12,84.64,30.93,96.67,8.38,3.92
0.84,0.92,0.1,0.48,0.12,85.09,30.94,96.82,9.78,3.38
0.87,0.94,0.1,0.49,0.12,84.74,30.95,96.98,9.86,2.67
0.96,1.05,0.1,0.54,0.13,84.81,30.96,97.14,7.71,0.3
1.01,1.1,0.11,0.56,0.13,84.63,30.97,97.3,2.18,-1.48
0.97,1.06,0.11,0.49,0.13,86.19,30.98,97.46,1.37,-0.49
0.92,1,0.11,0.37,0.13,87.07,30.99,97.62,5.3,0.46
0.89,0.97,0.11,0.31,0.13,88.04,31,97.77,8.73,1.09
0.87,0.94,0.1,0.27,0.13,89.2,31.01,97.93,9.98,-0.1
0.86,0.93,0.1,0.28,0.13,90.19,31.02,98.09,8.64,-2.48
0.86,0.93,0.1,0.28,0.13,90.8,31.03,98.25,7.75,-2.91
0.87,0.94,0.1,0.27,0.13,90.61,31.04,98.41,8.27,-0.63
0.89,0.97,0.1,0.28,0.13,89.21,31.04,98.57,6.78,0.86
1.04,1.13,0.14,0.43,0.13,88.55,31.05,98.72,4.52,-0.02
1.18,1.29,0.19,0.61,0.13,88.1,31.06,98.88,4.84,0.5
1.12,1.23,0.18,0.62,0.13,88.54,31.07,99.04,5.9,1.79
1.08,1.18,0.17,0.6,0.13,88.7,31.08,99.2,6.72,1.96
1.06,1.16,0.16,0.6,0.13,88.7,31.08,99.36,7.97,0.97
1.06,1.16,0.17,0.6,0.13,89.01,31.09,99.52,8.63,0.26
1.11,1.22,0.18,0.62,0.13,88.95,31.1,99.68,8.52,-0.17
1.13,1.23,0.18,0.62,0.13,89.34,31.1,99.83,8.89,-0.63
1.05,1.14,0.17,0.52,0.13,89.93,31.11,99.99,11.08,-1.27
1.04,1.13,0.16,0.52,0.13,89.35,31.12,100.15,12.08,-1.72
1.11,1.21,0.18,0.85,0.14,87.47,31.12,100.31,8.3,-0.24
1.11,1.2,0.18,0.87,0.14,88.56,31.13,100.47,6.67,1.42
1.08,1.17,0.17,0.73,0.14,88.84,31.13,100.63,9.95,1.55
1.18,1.28,0.2,0.83,0.14,87.89,31.14,100.79,9.46,-0.47
1.24,1.35,0.22,0.97,0.14,89.49,31.14,100.95,6.54,-3.58
1.19,1.29,0.21,1.05,0.14,90.24,31.15,101.1,7.19,-3.93
1.09,1.19,0.19,0.8,0.14,91.31,31.15,101.26,9.63,-2.74
0.98,1.07,0.17,0.62,0.14,93.47,31.16,101.42,9.9,-3
0.91,0.99,0.16,0.5,0.14,95.07,31.16,101.58,9.38,-3.63
0.96,0.88,0.2,0.54,0.14,93.72,31.17,101.74,10.64,-3.68
1.37,1.11,0.38,0.84,0.15,92.45,31.17,101.9,7.06,-2.27
1.57,1.24,0.32,0.98,0.16,99.68,31.18,102.06,1.99,-1.03
1.03,0.98,0.27,0.83,0.15,97.45,31.18,102.22,4.01,-3.11
0.96,0.78,0.25,0.8,0.14,95.2,31.18,102.38,6.5,-2.84
0.9,0.6,0.22,0.75,0.14,91.94,31.19,102.53,6.51,-1.84
0.8,0.5,0.2,0.68,0.14,91.4,31.19,102.69,9.01,-2.58
0.63,0.4,0.16,0.5,0.13,93.4,31.19,102.85,11.65,-3.36
0.57,0.37,0.15,0.44,0.13,94.59,31.19,103.01,11.16,-4.44
2.96,2.57,0.96,1.31,0.16,89.31,31.2,103.17,7.9,-3.22
23.85,22.33,8.38,8.49,0.36,85.49,31.2,103.33,2.57,-0.16
65.63,66.11,24.85,22.08,0.78,78.65,31.2,103.49,-0.29,0.96
45.23,43.61,18.4,19.87,0.59,79.75,31.2,103.65,0.08,0.01
65.39,66.67,25.52,27.8,0.78,73.71,31.2,103.81,-0.08,0.21
111.84,136.81,45.28,51.31,1.25,50.57,31.21,103.97,-0.91,-0.13
149.46,194.72,54.87,59.71,1.6,42.75,31.21,104.13,-0.98,-1.22
185.13,249.02,60.9,59.46,1.84,41.94,31.21,104.28,-1.45,-1.95
196.11,265.95,59.06,54.48,1.96,42.01,31.21,104.44,-1.63,-2.23
192.31,257.94,48.76,40.97,1.93,47.84,31.21,104.6,-1,-2.06
180.21,240.22,40.11,31.35,1.85,51.45,31.21,104.76,-0.85,-2.27
167.6,222.23,34.5,26.29,1.78,53.52,31.21,104.92,-0.98,-2.45
155.49,203.77,31.29,23.45,1.69,54.22,31.21,105.08,-1.25,-2.18
141.59,180.28,27.67,21.8,1.56,54.07,31.21,105.24,-1.87,-2
131.86,163.62,25.24,20.52,1.49,54.02,31.21,105.4,-2.7,-2.19
